time,epost,favoritt,oppgave,visning,klikk,besokende,engang,totilfem,merennfem
2021-06-20 08:13:33.639733,1 646,81,9,10,1 835,1333,1 066,251,16
2021-06-20 08:28:55.173408,1 646,81,9,10,1 835,1333,1 066,251,16
2021-06-20 08:44:16.557261,1 646,81,9,10,1 836,1333,1 065,252,16
2021-06-20 08:59:38.030133,1 646,81,9,10,1 840,1336,1 067,253,16
2021-06-20 09:14:59.544976,1 646,81,9,10,1 841,1336,1 067,253,16
2021-06-20 09:30:21.189765,1 646,81,9,10,1 841,1336,1 067,253,16
2021-06-20 09:45:42.510456,1 646,81,9,10,1 843,1337,1 067,254,16
2021-06-20 10:01:03.762739,1 646,81,9,10,1 845,1339,1 069,254,16
2021-06-20 10:16:24.663960,1 646,81,9,10,1 849,1342,1 071,255,16
2021-06-20 10:31:45.576093,1 646,81,9,10,1 851,1343,1 072,255,16
2021-06-20 10:47:06.669436,1 646,81,9,10,1 854,1345,1 074,255,16
2021-06-20 11:02:28.166665,1 646,81,9,10,1 857,1345,1 073,256,16
2021-06-20 11:17:49.646308,1 646,82,9,11,1 860,1348,1 076,256,16
2021-06-20 11:33:10.767200,1 646,82,9,11,1 864,1351,1 079,256,16
2021-06-20 11:48:31.612694,1 646,82,9,11,1 874,1353,1 080,255,18
2021-06-20 12:03:52.716325,1 646,82,9,11,1 878,1356,1 083,255,18
2021-06-20 12:19:13.950717,1 646,82,9,11,1 879,1356,1 082,256,18
2021-06-20 12:34:34.614209,1 646,82,9,11,1 880,1356,1 082,256,18
2021-06-20 12:49:55.532511,1 646,82,9,11,1 880,1356,1 082,256,18
2021-06-20 13:05:16.606240,1 646,82,9,11,1 881,1356,1 082,256,18
2021-06-20 13:20:38.011464,1 646,82,9,11,1 881,1356,1 082,256,18
2021-06-20 13:35:59.788248,1 646,83,9,12,1 888,1359,1 083,258,18
2021-06-20 13:51:20.705234,1 646,83,10,12,1 893,1363,1 087,258,18
2021-06-20 14:06:41.701759,1 646,83,10,12,1 895,1365,1 088,259,18
2021-06-20 14:22:02.872001,1 646,83,10,12,1 897,1366,1 089,259,18
2021-06-20 14:37:23.625660,1 646,83,10,12,1 901,1366,1 088,260,18
2021-06-20 14:52:44.645303,1 646,83,10,12,1 902,1367,1 089,260,18
2021-06-20 15:08:05.724211,1 646,83,10,12,1 906,1369,1 090,261,18
2021-06-20 15:23:26.669115,1 646,83,11,12,1 909,1372,1 093,261,18
2021-06-20 15:38:47.728641,1 646,84,11,12,1 911,1374,1 095,261,18
2021-06-20 15:54:08.941368,1 646,84,11,12,1 911,1374,1 095,261,18
2021-06-20 16:09:29.746150,1 646,84,11,12,1 914,1375,1 095,262,18
2021-06-20 16:24:50.780187,1 646,84,11,12,1 917,1377,1 097,262,18
2021-06-20 16:40:11.606220,1 646,85,11,12,1 920,1379,1 098,263,18
2021-06-20 16:55:32.506507,1 646,85,11,12,1 924,1379,1 097,264,18
2021-06-20 17:10:53.856979,1 646,85,11,12,1 926,1380,1 097,265,18
2021-06-20 17:26:14.715828,1 646,85,11,12,1 927,1380,1 097,265,18
2021-06-20 17:41:35.918193,1 646,85,11,12,1 932,1381,1 097,266,18
2021-06-20 17:56:56.572212,1 646,85,11,12,1 935,1383,1 098,267,18
2021-06-20 18:12:25.256409,1 646,85,11,12,1 935,1383,1 098,267,18
2021-06-20 18:27:47.099502,1 646,85,11,12,1 936,1384,1 099,267,18
2021-06-20 18:43:08.734502,1 646,85,11,12,1 936,1384,1 099,267,18
2021-06-20 18:58:29.567771,1 646,85,11,12,1 936,1384,1 099,267,18
2021-06-20 19:13:51.140929,1 646,85,11,12,1 936,1384,1 099,267,18
2021-06-20 19:29:13.632389,1 646,85,11,12,1 936,1384,1 099,267,18
2021-06-20 19:44:35.369754,1 646,85,11,12,1 941,1387,1 102,266,19
2021-06-20 19:59:57.049546,1 646,85,11,12,1 943,1388,1 103,266,19
2021-06-20 20:15:18.860854,1 646,85,11,12,1 949,1391,1 106,266,19
2021-06-20 20:30:39.875619,1 646,85,11,12,1 954,1393,1 107,267,19
2021-06-20 20:46:00.763734,1 646,85,11,12,1 956,1394,1 108,267,19
2021-06-20 21:01:21.741896,1 646,85,12,12,1 958,1394,1 108,267,19
2021-06-20 21:16:42.981468,1 646,85,12,12,1 960,1395,1 109,267,19
2021-06-20 21:32:04.992146,1 646,85,12,12,1 961,1396,1 110,267,19
2021-06-20 21:47:26.552012,1 646,85,12,12,1 964,1398,1 112,267,19
2021-06-20 22:02:47.922682,1 646,85,12,12,1 972,1399,1 110,270,19
2021-06-20 22:11:44.779408,1 646,85,12,12,1 974,1402,1 112,271,19
2021-06-20 22:27:05.677419,1 646,86,12,12,1 981,1402,1 111,272,19
2021-06-20 22:42:26.647609,1 646,86,12,12,1 987,1403,1 112,272,19
2021-06-20 22:57:47.755495,1 646,86,12,12,1 993,1405,1 114,271,20
2021-06-20 23:13:08.635166,1 646,86,13,12,1 995,1406,1 115,271,20
2021-06-20 23:28:29.570210,1 646,86,13,12,1 995,1406,1 115,271,20
2021-06-20 23:43:51.029388,1 646,86,13,12,1 995,1406,1 115,271,20
2021-06-20 23:59:12.842152,1 646,86,13,12,1 996,1407,1 116,271,20
2021-06-21 00:14:33.567557,1 646,86,13,12,1 996,1407,1 116,271,20
2021-06-21 00:29:54.578757,1 646,85,13,12,1 996,1407,1 116,271,20
2021-06-21 00:45:15.617630,1 646,85,13,12,1 996,1407,1 116,271,20
2021-06-21 01:00:36.574340,1 646,85,13,12,1 996,1407,1 116,271,20
2021-06-21 01:15:58.429037,1 646,85,13,12,1 996,1407,1 116,271,20
2021-06-21 01:31:20.705283,1 646,85,13,12,1 996,1407,1 116,271,20
2021-06-21 01:46:41.552569,1 646,85,13,12,1 996,1407,1 116,271,20
2021-06-21 02:02:02.576474,1 646,85,13,12,2 006,1411,1 118,272,21
2021-06-21 02:17:23.540171,1 646,85,13,12,2 006,1411,1 118,272,21
2021-06-21 02:32:44.573216,1 646,85,13,12,2 006,1412,1 119,272,21
2021-06-21 02:48:05.976740,1 646,85,13,12,2 007,1412,1 119,272,21
2021-06-21 03:03:27.759452,1 646,85,13,12,2 007,1412,1 119,272,21
2021-06-21 03:18:49.033022,1 646,85,13,12,2 007,1412,1 119,272,21
2021-06-21 03:34:11.837648,1 646,85,13,12,2 007,1412,1 119,272,21
2021-06-21 03:49:32.969416,1 646,85,13,12,2 007,1412,1 119,272,21
2021-06-21 04:04:54.600257,1 646,85,13,12,2 007,1412,1 119,272,21
2021-06-21 04:20:16.702962,1 646,85,13,12,2 007,1412,1 119,272,21
2021-06-21 04:35:37.687158,1 646,85,13,12,2 007,1412,1 119,272,21
2021-06-21 04:50:59.175698,1 646,85,13,12,2 007,1412,1 119,272,21
2021-06-21 05:06:21.429221,1 646,85,13,12,2 007,1412,1 119,272,21
2021-06-21 05:21:42.517473,1 646,85,13,12,2 007,1412,1 119,272,21
2021-06-21 05:37:03.815588,1 646,85,13,12,2 007,1412,1 119,272,21
2021-06-21 05:52:24.640289,1 646,85,13,12,2 007,1412,1 119,272,21
2021-06-21 06:07:45.712695,1 646,85,13,12,2 007,1412,1 119,272,21
2021-06-21 06:23:06.824863,1 646,85,13,12,2 007,1412,1 119,272,21
2021-06-21 06:38:27.576213,1 646,85,13,12,2 007,1412,1 119,272,21
2021-06-21 06:53:48.547169,1 646,85,13,12,2 007,1412,1 119,272,21
2021-06-21 07:09:09.605321,1 646,85,13,12,2 008,1413,1 120,272,21
2021-06-21 07:24:30.672073,1 646,85,13,12,2 009,1413,1 120,272,21
2021-06-21 07:39:51.475473,1 646,85,13,12,2 009,1413,1 120,272,21
2021-06-21 07:55:12.646370,1 646,85,13,12,2 010,1414,1 121,272,21
2021-06-21 08:10:33.598716,1 646,85,13,12,2 012,1415,1 121,273,21
2021-06-21 08:25:54.572794,1 646,85,13,12,2 013,1415,1 120,274,21
2021-06-21 08:41:16.118773,1 646,85,13,12,2 014,1415,1 120,274,21
2021-06-21 08:56:37.567307,1 646,85,13,12,2 016,1416,1 121,274,21
2021-06-21 09:11:58.834284,1 646,85,13,12,2 018,1416,1 121,274,21
2021-06-21 09:27:19.971296,1 646,86,13,12,2 023,1418,1 121,276,21
2021-06-21 09:42:41.811177,1 646,86,13,12,2 023,1418,1 121,276,21
2021-06-21 09:58:02.661618,1 646,86,13,12,2 024,1419,1 122,276,21
2021-06-21 10:13:23.619784,1 646,86,13,12,2 024,1419,1 122,276,21
2021-06-21 10:28:44.658227,1 646,86,13,12,2 024,1419,1 122,276,21
2021-06-21 10:44:05.746867,1 646,86,13,12,2 032,1421,1 122,278,21
2021-06-21 10:59:26.784799,1 646,86,13,12,2 037,1423,1 124,275,24
2021-06-21 11:14:47.610513,1 646,86,13,12,2 039,1423,1 123,276,24
2021-06-21 11:30:08.549359,1 646,86,13,12,2 041,1424,1 124,276,24
2021-06-21 11:45:29.748440,1 646,86,13,12,2 043,1425,1 125,276,24
2021-06-21 12:00:50.783877,1 646,86,13,12,2 050,1425,1 123,278,24
2021-06-21 12:16:11.919252,1 646,86,13,12,2 052,1425,1 123,278,24
2021-06-21 12:31:32.557760,1 646,86,13,12,2 057,1426,1 123,279,24
2021-06-21 12:46:53.879259,1 646,86,13,12,2 062,1427,1 123,280,24
2021-06-21 13:02:14.687248,1 646,86,13,12,2 064,1427,1 123,280,24
2021-06-21 13:17:36.857461,1 646,86,14,12,2 067,1428,1 124,280,24
2021-06-21 13:32:57.605217,1 646,86,15,12,2 069,1429,1 125,280,24
2021-06-21 13:48:18.509773,1 646,86,15,12,2 081,1433,1 126,283,24
2021-06-21 14:03:39.581224,1 646,86,15,12,2 086,1434,1 127,283,24
2021-06-21 14:19:00.768887,1 646,86,15,12,2 088,1435,1 128,283,24
2021-06-21 14:34:21.714194,1 646,87,15,12,2 095,1437,1 130,282,25
2021-06-21 14:49:42.712290,1 646,87,15,12,2 100,1437,1 129,283,25
2021-06-21 15:05:04.205663,1 646,87,15,12,2 109,1439,1 130,284,25
2021-06-21 15:20:25.783167,1 646,87,16,12,2 119,1440,1 129,286,25
2021-06-21 15:35:46.859943,1 646,87,16,12,2 121,1441,1 130,286,25
2021-06-21 15:51:08.197879,1 646,85,16,12,2 124,1442,1 130,287,25
2021-06-21 16:06:29.546352,1 646,85,16,12,2 129,1444,1 130,289,25
2021-06-21 16:21:51.269462,1 646,85,16,12,2 131,1444,1 129,290,25
2021-06-21 16:37:12.714019,1 646,85,16,12,2 133,1445,1 130,290,25
2021-06-21 16:52:33.602754,1 646,85,16,12,2 140,1447,1 131,291,25
2021-06-21 17:07:54.662401,1 646,85,16,12,2 145,1449,1 133,290,26
2021-06-21 17:23:15.827337,1 646,85,16,12,2 146,1449,1 133,290,26
2021-06-21 17:38:36.731437,1 646,85,16,12,2 146,1449,1 133,290,26
2021-06-21 17:53:57.505443,1 646,85,16,12,2 152,1451,1 134,291,26
2021-06-21 18:09:19.282680,1 646,84,16,12,2 155,1452,1 134,291,27
2021-06-21 18:24:40.641040,1 646,84,16,12,2 159,1453,1 135,291,27
2021-06-21 18:40:01.881898,1 646,84,16,12,2 163,1453,1 135,291,27
2021-06-21 18:55:23.011896,1 646,84,16,12,2 163,1453,1 135,291,27
2021-06-21 19:10:44.794408,1 646,84,16,12,2 164,1453,1 135,291,27
2021-06-21 19:26:05.591951,1 646,84,16,12,2 164,1453,1 135,291,27
2021-06-21 19:41:26.794395,1 646,84,16,12,2 167,1454,1 135,292,27
2021-06-21 19:56:47.628799,1 646,83,16,12,2 168,1454,1 134,293,27
2021-06-21 20:12:08.839305,1 646,83,16,12,2 168,1454,1 134,293,27
2021-06-21 20:31:48.401248,1 646,83,16,12,2 171,1456,1 135,294,27
2021-06-21 20:47:09.892856,1 646,83,16,12,2 173,1457,1 136,294,27
2021-06-21 21:02:30.757668,1 646,82,18,12,2 178,1459,1 137,295,27
2021-06-21 21:17:52.221108,1 646,82,18,12,2 180,1460,1 138,295,27
2021-06-21 21:33:14.167492,1 646,82,19,12,2 182,1461,1 138,296,27
2021-06-21 21:48:35.913432,1 646,82,19,12,2 184,1462,1 138,297,27
2021-06-21 22:03:56.855045,1 646,82,19,12,2 191,1466,1 140,299,27
2021-06-21 22:19:17.708701,1 646,82,19,12,2 194,1466,1 140,299,27
2021-06-21 22:34:39.438417,1 646,81,19,12,2 201,1469,1 142,300,27
2021-06-21 22:50:00.652128,1 646,80,19,12,2 202,1469,1 142,300,27
2021-06-21 23:05:21.961082,1 646,80,19,12,2 203,1469,1 142,300,27
2021-06-21 23:20:43.204374,1 646,80,19,12,2 208,1472,1 143,302,27
2021-06-21 23:36:04.593898,1 646,80,19,12,2 212,1473,1 144,301,28
2021-06-21 23:51:25.679999,1 646,80,19,12,2 214,1473,1 144,301,28
2021-06-22 00:06:46.775094,1 646,80,19,12,2 214,1473,1 144,301,28
2021-06-22 00:22:07.911096,1 646,80,19,12,2 214,1473,1 144,301,28
2021-06-22 00:37:28.546603,1 646,79,19,12,2 214,1473,1 144,301,28
2021-06-22 00:52:49.856769,1 646,79,19,12,2 214,1473,1 144,301,28
2021-06-22 01:08:10.561550,1 646,79,19,12,2 214,1473,1 144,301,28
2021-06-22 01:23:32.669642,1 646,79,19,12,2 214,1473,1 144,301,28
2021-06-22 01:38:54.060355,1 646,79,19,12,2 214,1473,1 144,301,28
2021-06-22 01:54:16.654296,1 646,79,19,12,2 214,1473,1 144,301,28
2021-06-22 02:09:37.823836,1 646,79,19,12,2 224,1475,1 144,303,28
2021-06-22 02:24:58.707486,1 646,79,19,12,2 224,1475,1 144,303,28
2021-06-22 02:40:19.838101,1 646,79,19,12,2 224,1475,1 144,303,28
2021-06-22 02:55:40.783079,1 646,79,19,12,2 224,1475,1 144,303,28
2021-06-22 03:11:02.090032,1 646,79,19,12,2 225,1475,1 144,303,28
2021-06-22 03:26:24.870987,1 646,79,19,12,2 225,1475,1 144,303,28
2021-06-22 03:41:45.986590,1 646,79,19,12,2 225,1475,1 144,303,28
2021-06-22 03:57:07.610651,1 646,79,19,12,2 225,1475,1 144,303,28
2021-06-22 04:12:29.138053,1 646,79,19,12,2 225,1475,1 144,303,28
2021-06-22 04:27:50.932151,1 646,79,19,12,2 225,1475,1 144,303,28
2021-06-22 04:43:12.150889,1 646,79,19,12,2 225,1475,1 144,303,28
2021-06-22 04:58:34.513827,1 646,79,19,12,2 225,1475,1 144,303,28
2021-06-22 05:13:55.654837,1 646,79,19,12,2 225,1475,1 144,303,28
2021-06-22 05:29:16.602192,1 646,79,19,12,2 225,1475,1 144,303,28
2021-06-22 05:44:37.607251,1 646,79,19,12,2 225,1475,1 144,303,28
2021-06-22 05:59:58.658977,1 646,79,19,12,2 225,1475,1 144,303,28
2021-06-22 06:15:20.811083,1 646,79,19,12,2 225,1475,1 144,303,28
2021-06-22 06:30:42.095120,1 646,79,19,12,2 226,1475,1 143,304,28
2021-06-22 06:46:03.762813,1 646,79,19,12,2 226,1475,1 143,304,28
2021-06-22 07:01:24.765014,1 646,79,19,12,2 226,1475,1 143,304,28
2021-06-22 07:16:46.341719,1 646,79,19,12,2 226,1475,1 143,304,28
2021-06-22 07:32:07.602022,1 646,79,19,12,2 226,1475,1 143,304,28
2021-06-22 07:47:28.480621,1 646,79,19,12,2 226,1475,1 143,304,28
2021-06-22 08:02:49.679997,1 646,79,19,12,2 227,1476,1 144,304,28
2021-06-22 08:18:10.784548,1 646,79,19,12,2 227,1476,1 144,304,28
2021-06-22 08:33:31.668844,1 646,79,19,12,2 227,1476,1 144,304,28
2021-06-22 08:48:52.723868,1 646,78,19,12,2 227,1476,1 144,304,28
2021-06-22 09:04:13.546392,1 646,78,19,12,2 227,1476,1 144,304,28
2021-06-22 09:19:34.692864,1 646,78,19,12,2 228,1477,1 145,304,28
2021-06-22 09:34:55.912307,1 646,78,19,12,2 228,1477,1 145,304,28
2021-06-22 09:50:16.613734,1 646,78,19,12,2 228,1477,1 145,304,28
2021-06-22 10:05:37.620065,1 646,78,19,12,2 228,1477,1 145,304,28
2021-06-22 10:20:58.778873,1 646,78,19,12,2 229,1478,1 146,304,28
2021-06-22 10:36:19.687348,1 646,78,19,12,2 230,1478,1 146,304,28
2021-06-22 10:51:40.546985,1 646,77,19,12,2 231,1479,1 147,304,28
2021-06-22 11:07:01.812873,1 646,77,19,12,2 232,1479,1 147,303,29
2021-06-22 11:22:22.880544,1 646,77,19,12,2 232,1479,1 147,303,29
2021-06-22 11:37:43.674210,1 646,77,19,12,2 232,1479,1 147,303,29
2021-06-22 11:53:04.659390,1 646,77,19,12,2 232,1479,1 147,303,29
2021-06-22 12:08:25.948413,1 646,77,20,12,2 233,1480,1 148,303,29
2021-06-22 12:23:46.623065,1 646,76,20,12,2 234,1480,1 147,304,29
2021-06-22 12:39:07.833943,1 646,76,20,12,2 234,1480,1 147,304,29
2021-06-22 12:54:29.125490,1 646,75,20,12,2 238,1481,1 148,303,30
2021-06-22 13:09:50.630813,1 646,75,20,12,2 240,1481,1 148,303,30
2021-06-22 13:25:12.350331,1 646,75,20,12,2 240,1481,1 148,303,30
2021-06-22 13:40:34.218344,1 646,75,20,12,2 240,1481,1 148,303,30
2021-06-22 13:55:55.693003,1 646,75,20,12,2 241,1482,1 149,303,30
2021-06-22 14:11:26.974759,1 646,75,21,12,2 243,1482,1 148,304,30
2021-06-22 14:26:47.796917,1 646,75,21,12,2 244,1482,1 147,305,30
2021-06-22 14:42:08.553424,1 646,75,21,12,2 244,1482,1 147,305,30
2021-06-22 14:57:29.456067,1 646,75,21,12,2 245,1482,1 147,305,30
2021-06-22 15:12:51.832463,1 646,75,21,12,2 245,1482,1 147,305,30
2021-06-22 15:28:12.800916,1 646,75,21,12,2 245,1482,1 147,305,30
2021-06-22 15:43:33.575058,1 646,75,21,12,2 246,1483,1 148,305,30
2021-06-22 15:58:54.628543,1 646,74,21,12,2 246,1483,1 148,305,30
2021-06-22 16:14:16.352881,1 646,74,21,12,2 247,1483,1 148,305,30
2021-06-22 16:29:37.614045,1 646,74,21,12,2 248,1483,1 148,305,30
2021-06-22 16:44:58.731853,1 646,74,21,12,2 248,1483,1 148,305,30
2021-06-22 17:00:19.804073,1 646,74,21,12,2 248,1483,1 148,305,30
2021-06-22 17:15:40.716053,1 646,74,21,12,2 251,1483,1 147,306,30
2021-06-22 17:31:01.739023,1 646,75,21,12,2 251,1483,1 147,306,30
2021-06-22 17:46:23.232288,1 646,75,21,12,2 251,1483,1 147,306,30
2021-06-22 18:01:44.688912,1 646,75,21,12,2 251,1483,1 147,306,30
2021-06-22 18:17:05.825325,1 646,75,21,12,2 253,1484,1 148,306,30
2021-06-22 18:32:26.613910,1 646,74,21,12,2 253,1484,1 148,306,30
2021-06-22 18:47:47.658611,1 646,74,21,12,2 253,1484,1 148,306,30
2021-06-22 19:03:08.592950,1 646,74,21,12,2 253,1484,1 148,306,30
2021-06-22 19:18:29.726378,1 646,74,21,12,2 253,1484,1 148,306,30
2021-06-22 19:33:50.565095,1 646,74,21,12,2 253,1484,1 148,306,30
2021-06-22 19:49:11.862058,1 646,73,21,12,2 254,1484,1 148,306,30
2021-06-22 20:04:32.717424,1 646,73,21,12,2 254,1484,1 148,306,30
2021-06-22 20:19:53.816401,1 646,73,21,12,2 254,1484,1 148,306,30
2021-06-22 20:35:15.139748,1 646,73,21,12,2 256,1484,1 147,306,31
2021-06-22 20:50:37.191965,1 646,73,21,12,2 256,1484,1 147,306,31
2021-06-22 21:05:58.766764,1 646,73,21,12,2 256,1485,1 148,306,31
2021-06-22 21:21:20.867323,1 646,73,21,12,2 258,1486,1 149,306,31
2021-06-22 21:36:42.370573,1 646,73,21,12,2 259,1486,1 149,306,31
2021-06-22 21:52:04.219055,1 646,73,21,12,2 259,1486,1 149,306,31
2021-06-22 22:07:26.446865,1 646,73,21,12,2 259,1487,1 150,306,31
2021-06-22 22:22:48.288902,1 646,73,21,12,2 260,1487,1 150,306,31
2021-06-22 22:38:10.414256,1 646,73,21,12,2 260,1487,1 150,306,31
